09-23-2026 15:34:55 RAM 3346/30697MB (lfb 433x4MB) SWAP 414/15348MB (cached 0MB) CPU [12%@2201,22%@2201,11%@2201,8%@2201,10%@2201,10%@2201,10%@2201,9%@2201,11%@2201,9%@2201,48%@2201,8%@2201] GR3D_FREQ 0% cpu@55.406C soc2@50.5C soc0@51.937C gpu@50.218C tj@55.406C soc1@52.125C VDD_GPU_SOC 4931mW/4931mW VDD_CPU_CV 4169mW/4169mW VIN_SYS_5V0 4923mW/4923mW
09-23-2026 16:09:53 RAM 13058/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,2%@2201,1%@2201,40%@2201,1%@2201,1%@2201,2%@2201,1%@2201,0%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 97% cpu@71.687C soc2@67.593C soc0@68.468C gpu@72.468C tj@72.468C soc1@67.25C VDD_GPU_SOC 36034mW/33700mW VDD_CPU_CV 2251mW/2210mW VIN_SYS_5V0 10751mW/10300mW
09-23-2026 16:09:54 RAM 13060/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,3%@2201,2%@2201,52%@2201,1%@2201,2%@2201,1%@2201,1%@2201,1%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 36% cpu@71.843C soc2@67.281C soc0@68.281C gpu@70.125C tj@71.843C soc1@67.312C VDD_GPU_SOC 34923mW/33701mW VDD_CPU_CV 2252mW/2210mW VIN_SYS_5V0 10650mW/10300mW
09-23-2026 16:09:55 RAM 13060/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,1%@2201,1%@2201,45%@2201,0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,1%@2201,1%@2201,1%@2201] GR3D_FREQ 40% cpu@71.937C soc2@67.125C soc0@68C gpu@68.812C tj@71.937C soc1@67.343C VDD_GPU_SOC 31946mW/33700mW VDD_CPU_CV 2254mW/2210mW VIN_SYS_5V0 10048mW/10300mW
09-23-2026 16:09:56 RAM 13060/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [39%@2201,2%@2201,2%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,0%@2201,0%@2201,2%@2201] GR3D_FREQ 20% cpu@71.687C soc2@67.25C soc0@68.031C gpu@68.937C tj@71.687C soc1@67.281C VDD_GPU_SOC 30832mW/33699mW VDD_CPU_CV 2255mW/2210mW VIN_SYS_5V0 9746mW/10300mW
09-23-2026 16:09:57 RAM 13061/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [8%@2201,30%@2201,4%@2201,1%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,1%@2201,1%@2201,0%@2201] GR3D_FREQ 98% cpu@71.562C soc2@67.375C soc0@68.281C gpu@70.875C tj@71.562C soc1@67.437C VDD_GPU_SOC 31570mW/33698mW VDD_CPU_CV 2255mW/2210mW VIN_SYS_5V0 9947mW/10299mW
09-23-2026 16:09:58 RAM 13062/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,39%@2201,2%@2201,0%@2201,0%@2201,2%@2201,0%@2201,1%@2201,3%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 96% cpu@71.875C soc2@67.468C soc0@68.531C gpu@71.312C tj@71.875C soc1@67.406C VDD_GPU_SOC 32294mW/33697mW VDD_CPU_CV 2253mW/2210mW VIN_SYS_5V0 10148mW/10299mW
09-23-2026 16:09:59 RAM 13062/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,29%@2201,17%@2201,1%@2201,2%@2201,1%@2201,1%@2201,1%@2201,1%@2201,3%@2201,2%@2201,1%@2201] GR3D_FREQ 96% cpu@71.875C soc2@67.5C soc0@68.5C gpu@72.531C tj@72.531C soc1@67.218C VDD_GPU_SOC 36394mW/33698mW VDD_CPU_CV 2251mW/2210mW VIN_SYS_5V0 10650mW/10299mW
09-23-2026 16:10:00 RAM 13063/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,61%@2201,1%@2201,2%@2201,1%@2201,3%@2201,0%@2201,1%@2201,1%@2201,1%@2201,1%@2201,0%@2201] GR3D_FREQ 97% cpu@71.781C soc2@67.312C soc0@68.187C gpu@71.5C tj@71.781C soc1@67.187C VDD_GPU_SOC 30818mW/33697mW VDD_CPU_CV 2629mW/2210mW VIN_SYS_5V0 10048mW/10299mW
09-23-2026 16:10:01 RAM 13065/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,44%@2201,4%@2201,1%@2201,1%@2201,2%@2201,1%@2201,2%@2201,0%@2201,3%@2201,1%@2201,1%@2201] GR3D_FREQ 97% cpu@71.593C soc2@67.656C soc0@68.437C gpu@72.593C tj@72.593C soc1@67.218C VDD_GPU_SOC 36394mW/33698mW VDD_CPU_CV 2251mW/2210mW VIN_SYS_5V0 10751mW/10300mW
09-23-2026 16:10:02 RAM 13066/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,44%@2201,2%@2201,1%@2201,0%@2201,2%@2201,1%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 96% cpu@71.781C soc2@67.625C soc0@68.562C gpu@72.625C tj@72.625C soc1@67.281C VDD_GPU_SOC 37879mW/33700mW VDD_CPU_CV 2250mW/2210mW VIN_SYS_5V0 10851mW/10300mW
09-23-2026 16:10:03 RAM 13066/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,43%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 37% cpu@71.875C soc2@67.5C soc0@68.437C gpu@70.5C tj@71.875C soc1@67.437C VDD_GPU_SOC 37160mW/33702mW VDD_CPU_CV 2251mW/2210mW VIN_SYS_5V0 10550mW/10300mW
09-23-2026 16:10:04 RAM 13067/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,43%@2201,1%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 39% cpu@71.968C soc2@67.218C soc0@68.187C gpu@69.625C tj@71.968C soc1@67.218C VDD_GPU_SOC 34547mW/33702mW VDD_CPU_CV 2253mW/2210mW VIN_SYS_5V0 10248mW/10300mW
09-23-2026 16:10:05 RAM 13068/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,42%@2201,1%@2201,1%@2201,1%@2201,1%@2201,0%@2201,2%@2201,0%@2201,0%@2201,1%@2201,1%@2201] GR3D_FREQ 0% cpu@72.218C soc2@67.093C soc0@68.156C gpu@68.656C tj@72.218C soc1@67.218C VDD_GPU_SOC 31194mW/33701mW VDD_CPU_CV 2255mW/2210mW VIN_SYS_5V0 9746mW/10300mW
09-23-2026 16:10:06 RAM 13068/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,42%@2201,1%@2201,2%@2201,1%@2201,2%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@71.625C soc2@67.156C soc0@68.031C gpu@70.218C tj@71.625C soc1@67.218C VDD_GPU_SOC 30092mW/33699mW VDD_CPU_CV 2632mW/2211mW VIN_SYS_5V0 9746mW/10299mW
09-23-2026 16:10:07 RAM 13068/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,12%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@71.937C soc2@67.75C soc0@68.656C gpu@73.218C tj@73.218C soc1@67.343C VDD_GPU_SOC 40095mW/33702mW VDD_CPU_CV 1873mW/2210mW VIN_SYS_5V0 10952mW/10300mW
09-23-2026 16:10:08 RAM 13069/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,47%@2201,0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 38% cpu@72.031C soc2@67.468C soc0@68.312C gpu@70.406C tj@72.031C soc1@67.375C VDD_GPU_SOC 33392mW/33702mW VDD_CPU_CV 2252mW/2210mW VIN_SYS_5V0 10248mW/10300mW
09-23-2026 16:10:09 RAM 13042/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,8%@2201,1%@2201,1%@2201,45%@2201,2%@2201,1%@2201,1%@2201,0%@2201,1%@2201,1%@2201,2%@2201] GR3D_FREQ 98% cpu@71.718C soc2@67.531C soc0@68.375C gpu@72.062C tj@72.062C soc1@67.375C VDD_GPU_SOC 33045mW/33702mW VDD_CPU_CV 2253mW/2210mW VIN_SYS_5V0 10550mW/10300mW
09-23-2026 16:10:10 RAM 13039/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,1%@2201,1%@2201,1%@2201,38%@2201,2%@2201,0%@2201,1%@2201,2%@2201,1%@2201,1%@2201,1%@2201] GR3D_FREQ 98% cpu@71.718C soc2@67.437C soc0@68.625C gpu@72.062C tj@72.062C soc1@67.156C VDD_GPU_SOC 34172mW/33702mW VDD_CPU_CV 2253mW/2210mW VIN_SYS_5V0 10550mW/10300mW
09-23-2026 16:10:11 RAM 13040/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,1%@2201,1%@2201,37%@2201,1%@2201,1%@2201,1%@2201,1%@2201,0%@2201,1%@2201,1%@2201] GR3D_FREQ 98% cpu@71.656C soc2@67.375C soc0@68.406C gpu@72.218C tj@72.093C soc1@67.25C VDD_GPU_SOC 34547mW/33702mW VDD_CPU_CV 1876mW/2210mW VIN_SYS_5V0 10550mW/10300mW
09-23-2026 16:10:12 RAM 13041/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,14%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 98% cpu@72.031C soc2@67.781C soc0@68.593C gpu@73.25C tj@73.25C soc1@67.281C VDD_GPU_SOC 41201mW/33706mW VDD_CPU_CV 1873mW/2210mW VIN_SYS_5V0 10952mW/10300mW
09-23-2026 16:10:13 RAM 13057/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,1%@2201,0%@2201,48%@2201,1%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 39% cpu@72.687C soc2@67.281C soc0@68.25C gpu@69.625C tj@72.687C soc1@67.343C VDD_GPU_SOC 33045mW/33706mW VDD_CPU_CV 2252mW/2210mW VIN_SYS_5V0 10550mW/10300mW
09-23-2026 16:10:14 RAM 13060/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,1%@2201,1%@2201,10%@2201,2%@2201,1%@2201,37%@2201,1%@2201,1%@2201,4%@2201,1%@2201] GR3D_FREQ 0% cpu@72.218C soc2@67.093C soc0@68.031C gpu@68.25C tj@72.218C soc1@67.406C VDD_GPU_SOC 30456mW/33704mW VDD_CPU_CV 2630mW/2210mW VIN_SYS_5V0 9746mW/10300mW
09-23-2026 16:10:15 RAM 13036/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,1%@2201,13%@2201,0%@2201,1%@2201,1%@2201,0%@2201] GR3D_FREQ 98% cpu@71.625C soc2@67.718C soc0@68.718C gpu@72.656C tj@72.656C soc1@67.468C VDD_GPU_SOC 38987mW/33707mW VDD_CPU_CV 1874mW/2210mW VIN_SYS_5V0 11052mW/10301mW
09-23-2026 16:10:16 RAM 13033/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,1%@2201,0%@2201,12%@2201,1%@2201,0%@2201,24%@2201,0%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 97% cpu@71.937C soc2@67.5C soc0@68.562C gpu@71.812C tj@71.937C soc1@67.281C VDD_GPU_SOC 35283mW/33707mW VDD_CPU_CV 2252mW/2210mW VIN_SYS_5V0 10550mW/10301mW
09-23-2026 16:10:17 RAM 13051/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,1%@2201,1%@2201,44%@2201,1%@2201,1%@2201,1%@2201,1%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 98% cpu@72.187C soc2@67.687C soc0@68.625C gpu@72.968C tj@72.968C soc1@67.312C VDD_GPU_SOC 38270mW/33710mW VDD_CPU_CV 2250mW/2210mW VIN_SYS_5V0 10851mW/10301mW
09-23-2026 16:10:18 RAM 13037/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,1%@2201,1%@2201,0%@2201,60%@2201,1%@2201,1%@2201,1%@2201,2%@2201,4%@2201,1%@2201,1%@2201] GR3D_FREQ 98% cpu@71.593C soc2@67.25C soc0@68.25C gpu@71.406C tj@71.593C soc1@67.25C VDD_GPU_SOC 30805mW/33708mW VDD_CPU_CV 2255mW/2210mW VIN_SYS_5V0 10048mW/10301mW
09-23-2026 16:10:19 RAM 13035/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,1%@2201,1%@2201,12%@2201,1%@2201,0%@2201,27%@2201,1%@2201,0%@2201,1%@2201,1%@2201] GR3D_FREQ 97% cpu@71.531C soc2@67.468C soc0@68.375C gpu@71.875C tj@71.875C soc1@67.343C VDD_GPU_SOC 33811mW/33708mW VDD_CPU_CV 2253mW/2210mW VIN_SYS_5V0 10449mW/10301mW
09-23-2026 16:10:20 RAM 13037/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,0%@2201,0%@2201,1%@2201,1%@2201,1%@2201,41%@2201,3%@2201,0%@2201,2%@2201,0%@2201] GR3D_FREQ 98% cpu@71.562C soc2@67.562C soc0@68.5C gpu@72.031C tj@72.031C soc1@67.406C VDD_GPU_SOC 35298mW/33709mW VDD_CPU_CV 2251mW/2210mW VIN_SYS_5V0 10751mW/10301mW
09-23-2026 16:10:21 RAM 13063/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,1%@2201,1%@2201,0%@2201,1%@2201,1%@2201,38%@2201,0%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@71.625C soc2@67.5C soc0@68.625C gpu@72.093C tj@72.093C soc1@67.406C VDD_GPU_SOC 35659mW/33710mW VDD_CPU_CV 2252mW/2210mW VIN_SYS_5V0 10851mW/10301mW
09-23-2026 16:10:22 RAM 13062/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,38%@2201,1%@2201,2%@2201,0%@2201,1%@2201] GR3D_FREQ 97% cpu@71.718C soc2@67.593C soc0@68.468C gpu@72.875C tj@72.875C soc1@67.218C VDD_GPU_SOC 37144mW/33712mW VDD_CPU_CV 2251mW/2210mW VIN_SYS_5V0 10851mW/10302mW
09-23-2026 16:10:23 RAM 13063/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,1%@2201,1%@2201,1%@2201,0%@2201,1%@2201,37%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@71.812C soc2@67.656C soc0@68.531C gpu@72.75C tj@72.75C soc1@67.25C VDD_GPU_SOC 37504mW/33713mW VDD_CPU_CV 1875mW/2210mW VIN_SYS_5V0 10751mW/10302mW
09-23-2026 16:10:24 RAM 13063/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,1%@2201,40%@2201,1%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 97% cpu@71.625C soc2@67.656C soc0@68.625C gpu@72.843C tj@72.843C soc1@67.343C VDD_GPU_SOC 38254mW/33715mW VDD_CPU_CV 1875mW/2210mW VIN_SYS_5V0 10751mW/10302mW
09-23-2026 16:10:25 RAM 13064/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,1%@2201,1%@2201,1%@2201,32%@2201,1%@2201,0%@2201,22%@2201,1%@2201,1%@2201,0%@2201,1%@2201] GR3D_FREQ 95% cpu@72.125C soc2@67.281C soc0@68.25C gpu@71.062C tj@72.125C soc1@67.312C VDD_GPU_SOC 31570mW/33714mW VDD_CPU_CV 2254mW/2210mW VIN_SYS_5V0 10248mW/10302mW
09-23-2026 16:10:26 RAM 13066/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,0%@2201,0%@2201,4%@2201,1%@2201,1%@2201,62%@2201,1%@2201,1%@2201,1%@2201,0%@2201] GR3D_FREQ 5% cpu@71.718C soc2@67C soc0@67.968C gpu@68.718C tj@71.875C soc1@67.406C VDD_GPU_SOC 28200mW/33712mW VDD_CPU_CV 2634mW/2210mW VIN_SYS_5V0 9545mW/10302mW
09-23-2026 16:10:27 RAM 13067/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,64%@2201,1%@2201,0%@2201,0%@2201,3%@2201] GR3D_FREQ 39% cpu@71.843C soc2@66.968C soc0@68.093C gpu@69.375C tj@71.843C soc1@67.343C VDD_GPU_SOC 30080mW/33710mW VDD_CPU_CV 2632mW/2210mW VIN_SYS_5V0 9847mW/10301mW
09-23-2026 16:10:28 RAM 13064/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,1%@2201,0%@2201,43%@2201,0%@2201,0%@2201,21%@2201,2%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 33% cpu@72.593C soc2@67.187C soc0@68.156C gpu@70.468C tj@72.593C soc1@67.062C VDD_GPU_SOC 32308mW/33709mW VDD_CPU_CV 2629mW/2211mW VIN_SYS_5V0 10048mW/10301mW
09-23-2026 16:10:29 RAM 13064/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,1%@2201,0%@2201,24%@2201,2%@2201,1%@2201,36%@2201,0%@2201,1%@2201,1%@2201,1%@2201] GR3D_FREQ 95% cpu@71.531C soc2@67.312C soc0@68.25C gpu@72.156C tj@71.843C soc1@67.125C VDD_GPU_SOC 33796mW/33710mW VDD_CPU_CV 2253mW/2211mW VIN_SYS_5V0 10449mW/10301mW
09-23-2026 16:10:30 RAM 13064/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,0%@2201,1%@2201,40%@2201,1%@2201,0%@2201,20%@2201,1%@2201,1%@2201,0%@2201,1%@2201] GR3D_FREQ 95% cpu@72.062C soc2@67.25C soc0@68.125C gpu@71.062C tj@72.062C soc1@67.156C VDD_GPU_SOC 30805mW/33708mW VDD_CPU_CV 2630mW/2211mW VIN_SYS_5V0 10148mW/10301mW
09-23-2026 16:10:31 RAM 13064/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,1%@2201,1%@2201,28%@2201,37%@2201,1%@2201,0%@2201,0%@2201,1%@2201,1%@2201,1%@2201] GR3D_FREQ 32% cpu@71.875C soc2@66.875C soc0@67.906C gpu@68.406C tj@71.875C soc1@67.187C VDD_GPU_SOC 30080mW/33706mW VDD_CPU_CV 2632mW/2211mW VIN_SYS_5V0 10048mW/10301mW
09-23-2026 16:10:32 RAM 13065/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,51%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 94% cpu@71.656C soc2@67.437C soc0@68.312C gpu@72.187C tj@72.187C soc1@67.312C VDD_GPU_SOC 35659mW/33707mW VDD_CPU_CV 2251mW/2211mW VIN_SYS_5V0 10851mW/10301mW
09-23-2026 16:10:33 RAM 13064/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,1%@2201,1%@2201,3%@2201,60%@2201,1%@2201,0%@2201,1%@2201,1%@2201,1%@2201,2%@2201] GR3D_FREQ 97% cpu@71.656C soc2@67.312C soc0@68.406C gpu@71.187C tj@71.656C soc1@67.312C VDD_GPU_SOC 32308mW/33707mW VDD_CPU_CV 2254mW/2211mW VIN_SYS_5V0 10248mW/10301mW
09-23-2026 16:10:34 RAM 13065/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,1%@2201,1%@2201,3%@2201,60%@2201,2%@2201,1%@2201,1%@2201,1%@2201,1%@2201,2%@2201] GR3D_FREQ 96% cpu@71.781C soc2@67.031C soc0@67.875C gpu@70.156C tj@71.781C soc1@67.062C VDD_GPU_SOC 30080mW/33705mW VDD_CPU_CV 2630mW/2211mW VIN_SYS_5V0 10148mW/10301mW
09-23-2026 16:10:35 RAM 13064/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,1%@2201,57%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 48% cpu@72.5C soc2@67.281C soc0@68.187C gpu@70.343C tj@72.5C soc1@67.062C VDD_GPU_SOC 35283mW/33706mW VDD_CPU_CV 2252mW/2211mW VIN_SYS_5V0 10751mW/10302mW
09-23-2026 16:10:36 RAM 13061/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,1%@2201,1%@2201,17%@2201,7%@2201,2%@2201,1%@2201,28%@2201,1%@2201,11%@2201,1%@2201] GR3D_FREQ 94% cpu@71.25C soc2@67.218C soc0@68.187C gpu@71.75C tj@71.75C soc1@67.093C VDD_GPU_SOC 33796mW/33706mW VDD_CPU_CV 2253mW/2211mW VIN_SYS_5V0 10550mW/10302mW
09-23-2026 16:10:37 RAM 13062/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,63%@2201,1%@2201] GR3D_FREQ 95% cpu@71.5C soc2@67.125C soc0@68.125C gpu@71.093C tj@71.343C soc1@67.125C VDD_GPU_SOC 31208mW/33705mW VDD_CPU_CV 2629mW/2212mW VIN_SYS_5V0 10248mW/10302mW
09-23-2026 16:10:38 RAM 13062/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,0%@2201,1%@2201,1%@2201,1%@2201,2%@2201,1%@2201,0%@2201,1%@2201,65%@2201,2%@2201] GR3D_FREQ 96% cpu@71.156C soc2@67.062C soc0@68C gpu@70.593C tj@71.156C soc1@67.125C VDD_GPU_SOC 29691mW/33703mW VDD_CPU_CV 2632mW/2212mW VIN_SYS_5V0 9847mW/10301mW
09-23-2026 16:10:39 RAM 13063/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,1%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,54%@2201,0%@2201] GR3D_FREQ 60% cpu@71.375C soc2@67.375C soc0@68.375C gpu@70.593C tj@71.375C soc1@66.968C VDD_GPU_SOC 35659mW/33704mW VDD_CPU_CV 2252mW/2212mW VIN_SYS_5V0 10851mW/10302mW
09-23-2026 16:10:40 RAM 13064/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,1%@2201,1%@2201,1%@2201,2%@2201,1%@2201,0%@2201,1%@2201,0%@2201,58%@2201,1%@2201] GR3D_FREQ 92% cpu@71.468C soc2@67.125C soc0@68.281C gpu@71.562C tj@71.562C soc1@66.968C VDD_GPU_SOC 33421mW/33704mW VDD_CPU_CV 2253mW/2212mW VIN_SYS_5V0 10550mW/10302mW
09-23-2026 16:10:41 RAM 13065/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [34%@2201,7%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,1%@2201,1%@2201,1%@2201,22%@2201,1%@2201] GR3D_FREQ 96% cpu@71.406C soc2@67.093C soc0@67.937C gpu@70.812C tj@71.406C soc1@67.031C VDD_GPU_SOC 30832mW/33702mW VDD_CPU_CV 2630mW/2212mW VIN_SYS_5V0 10148mW/10302mW
09-23-2026 16:10:42 RAM 13066/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,44%@2201,15%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 39% cpu@71.718C soc2@66.875C soc0@67.843C gpu@69.218C tj@71.718C soc1@67.062C VDD_GPU_SOC 32698mW/33702mW VDD_CPU_CV 2629mW/2212mW VIN_SYS_5V0 10349mW/10302mW
09-23-2026 16:10:43 RAM 13067/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,5%@2201,48%@2201,5%@2201,5%@2201,1%@2201,1%@2201,0%@2201,13%@2201,7%@2201,0%@2201,2%@2201] GR3D_FREQ 95% cpu@71.593C soc2@67.187C soc0@68.031C gpu@71.437C tj@71.593C soc1@67.062C VDD_GPU_SOC 32670mW/33701mW VDD_CPU_CV 3002mW/2213mW VIN_SYS_5V0 10851mW/10302mW
09-23-2026 16:10:44 RAM 13067/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,61%@2201,0%@2201,2%@2201,2%@2201,2%@2201,1%@2201,1%@2201,15%@2201,1%@2201,1%@2201,7%@2201] GR3D_FREQ 96% cpu@71.312C soc2@67.031C soc0@68C gpu@70.75C tj@71.312C soc1@67.093C VDD_GPU_SOC 29315mW/33699mW VDD_CPU_CV 3008mW/2213mW VIN_SYS_5V0 9847mW/10302mW
09-23-2026 16:10:45 RAM 13068/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,9%@2201,1%@2201,1%@2201,56%@2201] GR3D_FREQ 36% cpu@71.281C soc2@66.875C soc0@68.031C gpu@69.531C tj@71.281C soc1@67.187C VDD_GPU_SOC 33059mW/33699mW VDD_CPU_CV 2629mW/2213mW VIN_SYS_5V0 10449mW/10302mW
09-23-2026 16:10:46 RAM 13068/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,0%@2201,1%@2201,2%@2201,1%@2201,1%@2201,2%@2201,3%@2201,48%@2201,10%@2201,2%@2201,13%@2201] GR3D_FREQ 88% cpu@71.468C soc2@67.218C soc0@68.062C gpu@71.656C tj@71.656C soc1@66.968C VDD_GPU_SOC 33796mW/33699mW VDD_CPU_CV 2628mW/2213mW VIN_SYS_5V0 10349mW/10302mW
